Country,Political province/region,County,Mining area,Mining site,Add. information on mine,Latitude,Longitude,Location precision,Tectonic/geolog. super unit,Tectonic/geolog. unit,Tectonic/geolog. subunit,Deposit type,Metals,Minerals,Sample number,Geol. period,206Pb/204Pb,207Pb/204Pb,208Pb/204Pb,206Pb/207Pb,208Pb/207Pb,204Pb/206Pb,207Pb/206Pb,208Pb/206Pb,Model_Age_SK75,mu_SK75,kappa_SK75,Model_Age_CR75,mu_CR75,kappa_CR75,Model_Age_AJ84,mu_AJ84,kappa_AJ84,Model_Age_ADB12,mu_ADB12,kappa_ADB12,Instrument used,year,doi,Reference,Note
Greece [Ελλάς],Macedonia and Thrace [Αποκεντρωμένη Διοίκηση Μακεδονίας - Θράκης],Kilkis Regional Unit [Περιφερειακή Ενότητα Κιλκίς],Kilkis,Metallikon,BG 335; Mine,41.012711,22.841867,Exact/neighbouring,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,SMRB (Serbomacedonian-Rhodope Belt),Sedimentary-exhalative (?),Pb; Ba; F,galena,TG 37,Triassic (?),18.269,15.621457,38.40509,1.16948121813164,2.458483,0.05474,0.85508,2.1022,308.67,9.8,3.947,324.757,10.569,3.856,345.014,9.727,3.978,333.058,9.693,3.977,TIMS,1975,,"Gale, N. H., 1980, Some aspects of lead and silver mining in the Aegean, In Thera and the Aegean World II. Proceedings of the Second International Scientific Congress, Santorini, Greece, August 1978 (ed. C. Doumas), 161–95, Aris and Phillips Ltd., London.",
Greece [Ελλάς],Macedonia and Thrace [Αποκεντρωμένη Διοίκηση Μακεδονίας - Θράκης],Serres Regional Unit [Περιφερειακή Ενότητα Σερρών],Kilkis,Pontokerasia; Pontekerrassia,"""Ancient"" mines?",41.054967,23.203097,Exact/neighbouring,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,SMRB (Serbomacedonian-Rhodope Belt),Porphyry copper; Magmatic-hydrothermal veins,Cu; Zn; Sb; Au; Pb; Ag; Pt,galena,TG 4b,Oligocene-Miocene,18.818,15.66730226,38.95156638,1.20110020779034,2.48616933110729,0.053140610054203,0.83257,2.06991,-7.01,9.874,3.886,0.295,10.743,3.84,24.172,9.79,3.916,,,,TIMS,1980,,"Gale, N. H., 1980, Some aspects of lead and silver mining in the Aegean, In Thera and the Aegean World II. Proceedings of the Second International Scientific Congress, Santorini, Greece, August 1978 (ed. C. Doumas), 161–95, Aris and Phillips Ltd., London.",
Greece [Ελλάς],Attica [Αποκεντρωμένη Διοίκηση Αττικής],Regional Unit of East Attica [Περιφερειακή Ενότητα Ανατολικής Αττικής],Lavrion,Plaka,Plaka North; galena in upper marble,37.76111,24.03088,Exact/neighbouring,,,Attic-Cycladic Massif,Magmatic carbonate replacement; magmatic-hydrothermal veins,Pb; Zn; Ag; Cu,galena,A5; A5/78 published,Miocene,18.886,15.713719,38.95936,1.20187973991322,2.479322,0.052949,0.83203,2.06287,41.202,10.059,3.864,-41.757,10.766,3.837,65.573,9.956,3.893,,,,TIMS,1978,,"Gale, N. H., 1980, Some aspects of lead and silver mining in the Aegean, In Thera and the Aegean World II. Proceedings of the Second International Scientific Congress, Santorini, Greece, August 1978 (ed. C. Doumas), 161–95, Aris and Phillips Ltd., London.",
Greece [Ελλάς],Attica [Αποκεντρωμένη Διοίκηση Αττικής],Regional Unit of East Attica [Περιφερειακή Ενότητα Ανατολικής Αττικής],Lavrion,Plaka,Plaka North; galena in limestone,37.76111,24.03088,Exact/neighbouring,,,Attic-Cycladic Massif,Magmatic carbonate replacement; magmatic-hydrothermal veins,Pb; Zn; Ag; Cu,galena,A6; A6/78 published,Miocene,18.846,15.69325266,38.8934325,1.20089827190739,2.47835380864887,0.053061657646185,0.83271,2.06375,27.619,9.979,3.849,-17.194,10.753,3.839,54.93,9.885,3.879,,,,TIMS,1978,,"Gale, N. H., 1980, Some aspects of lead and silver mining in the Aegean, In Thera and the Aegean World II. Proceedings of the Second International Scientific Congress, Santorini, Greece, August 1978 (ed. C. Doumas), 161–95, Aris and Phillips Ltd., London.",
Greece [Ελλάς],Attica [Αποκεντρωμένη Διοίκηση Αττικής],Regional Unit of East Attica [Περιφερειακή Ενότητα Ανατολικής Αττικής],Lavrion,Plaka,galena in calcareous schist,37.76111,24.03088,Exact/neighbouring,,,Attic-Cycladic Massif,Magmatic carbonate replacement; magmatic-hydrothermal veins,Pb; Zn; Ag; Cu,galena,B2; B2/78 published,Miocene,18.882,15.694152,38.83574,1.20312330810785,2.474536,0.05296,0.83117,2.05676,2.754,9.976,3.798,-38.829,10.764,3.838,29.98,9.882,3.828,,,,TIMS,1978,,"Gale, N. H., 1980, Some aspects of lead and silver mining in the Aegean, In Thera and the Aegean World II. Proceedings of the Second International Scientific Congress, Santorini, Greece, August 1978 (ed. C. Doumas), 161–95, Aris and Phillips Ltd., London.",
Greece [Ελλάς],Attica [Αποκεντρωμένη Διοίκηση Αττικής],Regional Unit of East Attica [Περιφερειακή Ενότητα Ανατολικής Αττικής],Lavrion,Plaka,galena in upper marble,37.76111,24.03088,Exact/neighbouring,,,Attic-Cycladic Massif,Magmatic carbonate replacement; magmatic-hydrothermal veins,Pb; Zn; Ag; Cu,galena,B5; B5 published,Miocene,18.857,15.675258,38.83618,1.20297857495158,2.477546,0.05303,0.83127,2.05951,-19.136,9.9,3.807,-23.304,10.756,3.838,10.904,9.814,3.837,,,,TIMS,1978,,"Gale, N. H., 1980, Some aspects of lead and silver mining in the Aegean, In Thera and the Aegean World II. Proceedings of the Second International Scientific Congress, Santorini, Greece, August 1978 (ed. C. Doumas), 161–95, Aris and Phillips Ltd., London.",
Greece [Ελλάς],Attica [Αποκεντρωμένη Διοίκηση Αττικής],Regional Unit of East Attica [Περιφερειακή Ενότητα Ανατολικής Αττικής],Lavrion,Plaka,Plaka South; galena in mica schist,37.76111,24.03088,Exact/neighbouring,,,Attic-Cycladic Massif,Magmatic carbonate replacement; magmatic-hydrothermal veins,Pb; Zn; Ag; Cu,galena,C3; C3/78; C3/78 published,Miocene,18.911,15.704262,38.93813,1.20419541683224,2.479462,0.052879,0.83043,2.05902,2.743,10.013,3.835,-56.543,10.774,3.837,28.51,9.915,3.864,,,,TIMS,1978,,"Gale, N. H., 1980, Some aspects of lead and silver mining in the Aegean, In Thera and the Aegean World II. Proceedings of the Second International Scientific Congress, Santorini, Greece, August 1978 (ed. C. Doumas), 161–95, Aris and Phillips Ltd., London.",
Greece [Ελλάς],Attica [Αποκεντρωμένη Διοίκηση Αττικής],Regional Unit of East Attica [Περιφερειακή Ενότητα Ανατολικής Αττικής],Lavrion,Kamariza,galena in lower marble,37.705494,24.019047,Exact/neighbouring,,,Attic-Cycladic Massif,Magmatic carbonate replacement; magmatic-hydrothermal veins,Pb; Zn; Ag; Cu,galena,D1; D1/75; D1/75 published,Miocene,18.851,15.686671,38.8061,1.20172086427765,2.473827,0.053048,0.83214,2.05857,9.883,9.95,3.8,-20.013,10.754,3.839,38.181,9.859,3.83,,,,TIMS,1975,,"Gale, N. H., 1980, Some aspects of lead and silver mining in the Aegean, In Thera and the Aegean World II. Proceedings of the Second International Scientific Congress, Santorini, Greece, August 1978 (ed. C. Doumas), 161–95, Aris and Phillips Ltd., London.","Also named ""Kamaresa” or “Kamareza”"
Greece [Ελλάς],Attica [Αποκεντρωμένη Διοίκηση Αττικής],Regional Unit of East Attica [Περιφερειακή Ενότητα Ανατολικής Αττικής],Lavrion,Sounion,Near Cape Sounion,37.67027,24.01416,Exact/neighbouring,,,Attic-Cycladic Massif,Magmatic carbonate replacement; magmatic-hydrothermal veins,Pb; Zn; Ag; Cu,galena,S12; S12 published,Miocene,18.91,15.708,38.975,1.20426792552807,2.48122,0.05288,0.83038,2.05548,11.419,10.03,3.855,-56.04,10.774,3.837,36.637,9.93,3.884,,,,TIMS,1975,,"Gale, N. H., 1980, Some aspects of lead and silver mining in the Aegean, In Thera and the Aegean World II. Proceedings of the Second International Scientific Congress, Santorini, Greece, August 1978 (ed. C. Doumas), 161–95, Aris and Phillips Ltd., London.",
Greece [Ελλάς],Attica [Αποκεντρωμένη Διοίκηση Αττικής],Regional Unit of East Attica [Περιφερειακή Ενότητα Ανατολικής Αττικής],Lavrion,Kamariza,Quarry 6,37.705494,24.019047,Exact/neighbouring,,,Attic-Cycladic Massif,Magmatic carbonate replacement; magmatic-hydrothermal veins,Pb; Zn; Ag; Cu,galena; cerussite,TG 60A-3; TG60A-3/78 published,Miocene,18.915,15.723283,38.88016,1.20299304670019,2.472776,0.052868,0.83126,2.05552,39.908,10.094,3.81,-59.454,10.775,3.837,62.932,9.987,3.84,,,,TIMS,1980,,"Gale, N. H., 1980, Some aspects of lead and silver mining in the Aegean, In Thera and the Aegean World II. Proceedings of the Second International Scientific Congress, Santorini, Greece, August 1978 (ed. C. Doumas), 161–95, Aris and Phillips Ltd., London.","Also named ""Kamaresa” or “Kamareza”"
Greece [Ελλάς],Macedonia and Thrace [Αποκεντρωμένη Διοίκηση Μακεδονίας - Θράκης],Rodopi Regional Unit [Περιφερειακή Ενότητα Ροδόπης],Rhodopes,Iasmos,BG 512,41.142439,25.178855,Exact/neighbouring,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,SMRB (Serbomacedonian-Rhodope Belt),Magmatic-hydrothermal veins,Pb; Cu; Zn,galena,20,Tertiary,18.716,15.658367,38.84244,1.19527150592257,2.480619,0.05343,0.83663,2.07536,50.499,9.856,3.893,61.424,10.71,3.843,82.806,9.775,3.923,60.372,9.718,3.93,TIMS,1980,,"Gale, N. H., 1980, Some aspects of lead and silver mining in the Aegean, In Thera and the Aegean World II. Proceedings of the Second International Scientific Congress, Santorini, Greece, August 1978 (ed. C. Doumas), 161–95, Aris and Phillips Ltd., London.",
Greece [Ελλάς],Macedonia and Thrace [Αποκεντρωμένη Διοίκηση Μακεδονίας - Θράκης],Drama Regional Unit [Περιφερειακή Ενότητα Δράμας],Rhodopes,Farasinion; Farasino,,41.493743,24.539926,Exact/neighbouring,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,SMRB (Serbomacedonian-Rhodope Belt),Magmatic-hydrothermal,Pb; Zn,galena,21,Oligocene,18.68,15.629369,38.82582,1.19518579163131,2.484158,0.053533,0.83669,2.07847,15.154,9.74,3.897,83.665,10.699,3.844,51.917,9.67,3.928,49.896,9.665,3.936,TIMS,1980,,"Gale, N. H., 1980, Some aspects of lead and silver mining in the Aegean, In Thera and the Aegean World II. Proceedings of the Second International Scientific Congress, Santorini, Greece, August 1978 (ed. C. Doumas), 161–95, Aris and Phillips Ltd., London.",
Greece [Ελλάς],Macedonia and Thrace [Αποκεντρωμένη Διοίκηση Μακεδονίας - Θράκης],Xanthi Regional Unit [Περιφερειακή Ενότητα Ξάνθης],Rhodopes,Kaloticho; Kalotichon,,41.290089,25.184862,Exact/neighbouring,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,SMRB (Serbomacedonian-Rhodope Belt),Epithermal high sulfidation veins,Pb; Zn; Ag; Au,galena,22,Oligocene,18.65,15.653318,38.82203,1.19144069008245,2.480115,0.053619,0.83932,2.08161,89.33,9.849,3.924,100.752,10.689,3.845,122.228,9.768,3.954,101.379,9.715,3.956,TIMS,1980,,"Gale, N. H., 1980, Some aspects of lead and silver mining in the Aegean, In Thera and the Aegean World II. Proceedings of the Second International Scientific Congress, Santorini, Greece, August 1978 (ed. C. Doumas), 161–95, Aris and Phillips Ltd., London.",
Greece [Ελλάς],Macedonia and Thrace [Αποκεντρωμένη Διοίκηση Μακεδονίας - Θράκης],Kavala Regional Unit [Περιφερειακή Ενότητα Καβάλας],Rhodopes,Philippi; Krenides,,41.061953,24.370215,Exact/neighbouring,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,SMRB (Serbomacedonian-Rhodope Belt),,Pb; Zn; Ag,galena,23,,18.706,15.641022,38.72535,1.19595766309873,2.475884,0.053459,0.83615,2.07021,20.72,9.784,3.833,67.874,10.707,3.843,55.709,9.71,3.864,45.808,9.685,3.882,TIMS,1980,,"Gale, N. H., 1980, Some aspects of lead and silver mining in the Aegean, In Thera and the Aegean World II. Proceedings of the Second International Scientific Congress, Santorini, Greece, August 1978 (ed. C. Doumas), 161–95, Aris and Phillips Ltd., London.",
Greece [Ελλάς],Aegean [Αποκεντρωμένη Διοίκηση Αιγαίου],Samos Regional Unit [Περιφερειακή Ενότητα Σάμου],Samos,Spatharaioi,BG 380; BG 386; 300 m below the village; galleries,37.678646,26.801122,Neighbouring (village),,,,Carbonate hosted base metal sulphides,Pb; Zn; Ag,galena,TG 46,,17.858,15.62,37.982,1.1432883258829,2.431626,0.05597,0.87467,2.12687,610.365,9.92,3.998,559.295,10.443,3.868,644.999,9.838,4.029,616.53,9.747,4.018,TIMS,1978,,"Gale, N. H., 1980, Some aspects of lead and silver mining in the Aegean, In Thera and the Aegean World II. Proceedings of the Second International Scientific Congress, Santorini, Greece, August 1978 (ed. C. Doumas), 161–95, Aris and Phillips Ltd., London.",
Greece [Ελλάς],Aegean [Αποκεντρωμένη Διοίκηση Αιγαίου],Milos Regional Unit [Περιφερειακή Ενότητα Μήλου],Seriphos,Moutoula; Moutoulas,Lower modern mine dump,37.186588,24.501629,Exact/neighbouring,,,Attic-Cycladic Massif,Skarn,Pb; Ag,galena,SER 1; SER 1 (TG52A) published; TG 52-A1,Miocene,18.942,15.74,39.086,1.20345632656991,2.483227,0.052793,0.83094,2.06344,54.947,10.16,3.902,-76.159,10.784,3.836,75.633,10.047,3.93,,,,TIMS,1977,,"Gale, N. H., 1980, Some aspects of lead and silver mining in the Aegean, In Thera and the Aegean World II. Proceedings of the Second International Scientific Congress, Santorini, Greece, August 1978 (ed. C. Doumas), 161–95, Aris and Phillips Ltd., London.",
Greece [Ελλάς],Aegean [Αποκεντρωμένη Διοίκηση Αιγαίου],Milos Regional Unit [Περιφερειακή Ενότητα Μήλου],Seriphos,Moutoula; Moutoulas,BG 391,37.186588,24.501629,Exact/neighbouring,,,Attic-Cycladic Massif,Skarn,Pb; Zn; Ag,galena,TG 52 B/1,Miocene,18.893,15.68969185,38.96775715,1.20416641579866,2.48365344090553,0.052929656486529,0.83045,2.06255,-14.998,9.955,3.855,-45.324,10.768,3.837,12.911,9.863,3.885,,,,TIMS,1980,,"Gale, N. H., 1980, Some aspects of lead and silver mining in the Aegean, In Thera and the Aegean World II. Proceedings of the Second International Scientific Congress, Santorini, Greece, August 1978 (ed. C. Doumas), 161–95, Aris and Phillips Ltd., London.",
Greece [Ελλάς],Macedonia and Thrace [Αποκεντρωμένη Διοίκηση Μακεδονίας - Θράκης],Thasos Regional Unit [Περιφερειακή Ενότητα Θάσου],Thasos,Agios Eleftherios,BG 440; Modern mine,40.692672,24.656565,Placeholder (central position at Thasos),TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,SMRB (Serbomacedonian-Rhodope Belt),Magmatic carbonate replacement,Pb; Zn; Ag,galena,TG 25,Miocene (?),18.751,15.641334,38.78719,1.19881077970653,2.479788,0.05333,0.83416,2.06854,-12.771,9.777,3.836,41.064,10.721,3.842,22.311,9.703,3.867,,,,TIMS,1979,,"Gale, N. H., 1980, Some aspects of lead and silver mining in the Aegean, In Thera and the Aegean World II. Proceedings of the Second International Scientific Congress, Santorini, Greece, August 1978 (ed. C. Doumas), 161–95, Aris and Phillips Ltd., London.",
Greece [Ελλάς],Macedonia and Thrace [Αποκεντρωμένη Διοίκηση Μακεδονίας - Θράκης],Thasos Regional Unit [Περιφερειακή Ενότητα Θάσου],Thasos,Sotiros,"BG 444; ""Ancient"" mining region",40.721796,24.571063,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,SMRB (Serbomacedonian-Rhodope Belt),Magmatic carbonate replacement; magmatic-hydrothermal veins,Pb; Zn; Ag,galena,TG 28 Sotir,Miocene (?),18.778,15.659162,38.86558,1.19917017423943,2.48197,0.053254,0.83391,2.06974,5.531,9.847,3.865,24.444,10.73,3.841,37.878,9.767,3.896,,,,TIMS,1976,,"Gale, N. H., 1980, Some aspects of lead and silver mining in the Aegean, In Thera and the Aegean World II. Proceedings of the Second International Scientific Congress, Santorini, Greece, August 1978 (ed. C. Doumas), 161–95, Aris and Phillips Ltd., London.",
Greece [Ελλάς],Aegean [Αποκεντρωμένη Διοίκηση Αιγαίου],Kea-Kythnos Regional Unit [Περιφερειακή Ενότητα Κέας - Κύθνου],Kea,Nikoleri 1,Mining waste dump,37.529479,24.276826,Exact,,,Attic-Cycladic Massif,Magmatic-hydrothermal,Fe; Pb; Ag,galena,NIK 1F,,18.852,15.689766,38.94578,1.20154759330017,2.482241,0.053045,0.83226,2.06587,15.741,9.963,3.87,-20.697,10.755,3.839,43.578,9.87,3.9,,,,TIMS,1990,,"Gale, N. H., 1998, The Role of Kea in Metal Production and Trade in the LBA, In Kea-Kythnos: History and Archaeology. Proceedings of an International Symposium, Kea-Kythnos, 22-25 June 1994 (eds. L. G. Mendoni, and A. J. Mazarakis), Vol. 27, 737–58, Meletemata, Athen.",
Greece [Ελλάς],Aegean [Αποκεντρωμένη Διοίκηση Αιγαίου],Thira Regional Unit [Περιφερειακή Ενότητα Θήρας],Anafi,Stavros Region,BG 211,36.365041,25.77193,Place holder coordinates (central position on island),,,Attic-Cycladic Massif,Magmatic-hydrothermal,Zn; Pb; Ag,galena,ANA1; ANA1 published,,18.895,15.694754,38.97131,1.20390546934255,2.483079,0.052924,0.83063,2.06252,-5.641,9.976,3.858,-46.662,10.769,3.837,21.513,9.882,3.887,,,,TIMS,1980,10.1017/S0068245400019523,"Gale, N. H., and Stos-Gale, Z. A., 1981, Cycladic Lead and Silver Metallurgy, The Annual of the British School at Athens, 76, 169–224.",
Greece [Ελλάς],Aegean [Αποκεντρωμένη Διοίκηση Αιγαίου],Thira Regional Unit [Περιφερειακή Ενότητα Θήρας],Anafi,Stavros Region,,36.365041,25.77193,"Place holder coordinates, central position on island",,,Attic-Cycladic Massif,Magmatic-hydrothermal,Zn; Pb; Ag,galena,ANA2; ANA2 published,,18.914,15.70751,39.00975,1.20413741616193,2.483509,0.052871,0.83047,2.06248,7.419,10.027,3.87,-58.435,10.775,3.837,32.712,9.927,3.899,,,,TIMS,1980,10.1017/S0068245400019523,"Gale, N. H., and Stos-Gale, Z. A., 1981, Cycladic Lead and Silver Metallurgy, The Annual of the British School at Athens, 76, 169–224.",
Greece [Ελλάς],Aegean [Αποκεντρωμένη Διοίκηση Αιγαίου],Thira Regional Unit [Περιφερειακή Ενότητα Θήρας],Anafi,Doumbaria Region,,36.365041,25.77193,Place holder coordinates (central position on island),,,Attic-Cycladic Massif,Magmatic-hydrothermal,Zn; Pb; Ag,galena,ANAPHI1; ANAPHI1 published,,18.888,15.691584,38.98143,1.20370258916427,2.484225,0.052944,0.83077,2.06382,-7.208,9.964,3.866,-42.367,10.766,3.837,20.41,9.871,3.895,,,,TIMS,1979,10.1017/S0068245400019523,"Gale, N. H., and Stos-Gale, Z. A., 1981, Cycladic Lead and Silver Metallurgy, The Annual of the British School at Athens, 76, 169–224.",
Greece [Ελλάς],Aegean [Αποκεντρωμένη Διοίκηση Αιγαίου],Paros Regional Unit [Περιφερειακή Ενότητα Πάρου],Antiparos,Agios Georgios,St. Helen's Mine; dump,36.982731,25.028503,Exact/neighbouring,,,Attic-Cycladic Massif,Veins,Pb; Zn; Cu; Ag,galena,AP1; AP1 published,Miocene,18.805,15.704055,39.04257,1.19746138187043,2.486145,0.053177,0.8351,2.07618,80.686,10.034,3.955,7.057,10.74,3.84,106.363,9.934,3.983,,,,TIMS,1979,10.1017/S0068245400019523,"Gale, N. H., and Stos-Gale, Z. A., 1981, Cycladic Lead and Silver Metallurgy, The Annual of the British School at Athens, 76, 169–224.",
